Sl_No,District,Market,Commodity,Variety,Grade,Min_Price_Rs,Max_Price_Rs,Modal_Price_Rs,Date
511,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2372,2415,2402,2025-03-20
1724,Ratlam,Jaora,Wheat,Wheat-Organic,FAQ,2570,2570,2570,2025-03-20
764,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2100,2550,2376,2025-03-20
1547,Ratlam,Jaora,Wheat,Wheat,FAQ,2305,3441,2500,2025-03-20
2504,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2000,2900,2900,2025-03-20
4643,Ratlam,Taal,Wheat,Other,FAQ,2160,2210,2210,2025-03-20
2804,Ratlam,Ratlam,Wheat,Wheat,FAQ,2100,3500,2480,2025-03-20
2627,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2480,2500,2500,2025-03-20
3067,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2435,2550,2480,2025-03-20
4098,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2332,2531,2511,2025-03-20
914,Ratlam,Jaora,Wheat,Local,FAQ,2596,2596,2596,2025-03-20
4709,Ratlam,Taal,Wheat,Wheat,FAQ,2025,2671,2516,2025-03-20
4971,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2000,2645,2516,2025-03-20
1428,Ratlam,Jaora,Wheat,Other,FAQ,2251,2780,2550,2025-03-20
415,Ratlam,A lot,Wheat,Mill Quality,FAQ,2260,2540,2402,2025-03-20
4489,Ratlam,Taal,Wheat,Mill Quality,FAQ,2200,2450,2380,2025-03-20
3329,Ratlam,Sailana,Wheat,Lokwan,FAQ,2191,2600,2500,2025-03-20
3828,Ratlam,Sailana,Wheat,Wheat,FAQ,2000,3300,2511,2025-03-20
3142,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3100,3100,3100,2025-03-20
564,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2411,2376,2025-03-20
1415,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2361,2400,2366,2025-03-20
1258,Ratlam,Jaora,Wheat,Lokwan,FAQ,2400,2841,2500,2025-03-20
1697,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2330,2525,2500,2025-03-20
4138,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2000,3300,2500,2025-03-20
3141,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3075,3075,3075,2025-03-21
421,Ratlam,A lot,Wheat,Mill Quality,FAQ,2290,2446,2415,2025-03-21
769,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2208,2509,2427,2025-03-21
3068,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2435,2650,2450,2025-03-21
3836,Ratlam,Sailana,Wheat,Wheat,FAQ,2090,3216,2500,2025-03-21
2516,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2300,2751,2450,2025-03-21
2813,Ratlam,Ratlam,Wheat,Wheat,FAQ,2180,3392,2450,2025-03-21
1358,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2450,2450,2450,2025-03-21
2305,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2629,2629,2629,2025-03-21
1419,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2650,2650,2650,2025-03-21
4100,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2356,2575,2500,2025-03-21
3348,Ratlam,Sailana,Wheat,Lokwan,FAQ,2202,2700,2500,2025-03-21
4112,Ratlam,Sailana,Wheat,Wheat Mix,FAQ,2753,2753,2753,2025-03-21
4137,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2000,3216,2500,2025-03-21
510,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2330,2425,2415,2025-03-21
4802,Ratlam,Taal,Wheat,Wheat,FAQ,2425,2600,2480,2025-03-21
2877,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3250,2500,2025-03-22
1708,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2600,2600,2600,2025-03-22
3847,Ratlam,Sailana,Wheat,Wheat,FAQ,2132,2800,2550,2025-03-22
4144,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2132,2800,2550,2025-03-22
2153,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2250,3000,2450,2025-03-22
4972,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2001,2700,2475,2025-03-22
4804,Ratlam,Taal,Wheat,Wheat,FAQ,2425,3011,2475,2025-03-22
3351,Ratlam,Sailana,Wheat,Lokwan,FAQ,2205,2662,2540,2025-03-22
3060,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2400,2650,2500,2025-03-22
2496,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2950,2950,2950,2025-03-22
4139,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2100,2630,2200,2025-03-23
3358,Ratlam,Sailana,Wheat,Lokwan,FAQ,2247,2385,2316,2025-03-23
1274,Ratlam,Jaora,Wheat,Lokwan,FAQ,2450,2500,2500,2025-03-23
3837,Ratlam,Sailana,Wheat,Wheat,FAQ,2100,2630,2100,2025-03-23
2876,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3200,2400,2025-03-23
1413,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2300,2300,2300,2025-03-23
3058,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2380,2500,2400,2025-03-23
772,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2265,4001,2350,2025-03-24
4718,Ratlam,Taal,Wheat,Wheat,FAQ,2101,3200,2400,2025-03-24
1699,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2346,2540,2530,2025-03-24
3868,Ratlam,Sailana,Wheat,Wheat,FAQ,2206,3321,2500,2025-03-24
2152,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2250,2755,2700,2025-03-24
2811,Ratlam,Ratlam,Wheat,Wheat,FAQ,2170,3360,2600,2025-03-24
1412,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2252,2420,2420,2025-03-24
513,Ratlam,A lot,Wheat,Mill Quality,Non-FAQ,2400,2436,2433,2025-03-24
4983,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2202,2580,2400,2025-03-24
2524,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2400,2671,2450,2025-03-24
4516,Ratlam,Taal,Wheat,Mill Quality,FAQ,2350,2431,2385,2025-03-24
3410,Ratlam,Sailana,Wheat,Lokwan,FAQ,2370,2700,2400,2025-03-24
449,Ratlam,A lot,Wheat,Mill Quality,FAQ,2372,2441,2433,2025-03-24
1505,Ratlam,Jaora,Wheat,Wheat,FAQ,2200,3360,2530,2025-03-24
3862,Ratlam,Sailana,Wheat,Wheat,FAQ,2200,3271,2500,2025-03-25
3056,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2377,2500,2440,2025-03-25
425,Ratlam,A lot,Wheat,Mill Quality,FAQ,2304,2427,2380,2025-03-25
2194,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2350,2780,2650,2025-03-25
774,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2280,4061,2375,2025-03-25
3313,Ratlam,Sailana,Wheat,Lokwan,FAQ,2091,2436,2422,2025-03-25
2498,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,3200,3250,3250,2025-03-25
2788,Ratlam,Ratlam,Wheat,Wheat,FAQ,2000,3931,2590,2025-03-25
2527,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2410,2417,2417,2025-03-25
4720,Ratlam,Taal,Wheat,Wheat,FAQ,2121,3200,2450,2025-03-25
1414,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2360,2490,2490,2025-03-25
1508,Ratlam,Jaora,Wheat,Wheat,FAQ,2200,3520,2450,2025-03-25
577,Ratlam,A lot,Wheat,Wheat,FAQ,2318,2318,2318,2025-03-25
4984,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2202,2590,2450,2025-03-25
1545,Ratlam,Jaora,Wheat,Wheat,FAQ,2300,3481,2500,2025-03-26
2177,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2300,3050,2425,2025-03-26
432,Ratlam,A lot,Wheat,Mill Quality,FAQ,2326,2457,2398,2025-03-26
1706,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2450,2450,2450,2025-03-26
2523,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2391,2399,2399,2025-03-26
3354,Ratlam,Sailana,Wheat,Lokwan,FAQ,2230,2670,2420,2025-03-26
2816,Ratlam,Ratlam,Wheat,Wheat,FAQ,2194,3490,2500,2025-03-26
773,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2274,2480,2385,2025-03-26
1411,Ratlam,Jaora,Wheat,Mill Quality,Non-FAQ,2001,2401,2401,2025-03-26
3864,Ratlam,Sailana,Wheat,Wheat,FAQ,2200,3330,2400,2025-03-26
4988,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2251,2655,2400,2025-03-26
4728,Ratlam,Taal,Wheat,Wheat,FAQ,2205,3000,2400,2025-03-26
4099,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2351,2501,2400,2025-03-26
3267,Ratlam,Sailana,Wheat,Local,FAQ,2584,2584,2584,2025-03-26
2514,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2281,2440,2440,2025-03-27
1470,Ratlam,Jaora,Wheat,Wheat,FAQ,2000,3600,2600,2025-03-27
607,Ratlam,A lot,Wheat,Wheat,FAQ,2379,2396,2381,2025-03-27
3865,Ratlam,Sailana,Wheat,Wheat,FAQ,2200,3337,2550,2025-03-27
2837,Ratlam,Ratlam,Wheat,Wheat,FAQ,2280,3600,2650,2025-03-27
1281,Ratlam,Jaora,Wheat,Lokwan,FAQ,2500,2500,2500,2025-03-27
3353,Ratlam,Sailana,Wheat,Lokwan,FAQ,2229,2737,2425,2025-03-27
4095,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2200,2636,2550,2025-03-27
428,Ratlam,A lot,Wheat,Mill Quality,FAQ,2312,2440,2340,2025-03-27
4485,Ratlam,Taal,Wheat,Mill Quality,FAQ,2180,2195,2195,2025-03-27
771,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2254,4120,2400,2025-03-27
2205,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2375,3500,2650,2025-03-27
4987,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2250,2525,2376,2025-03-27
517,Ratlam,A lot,Wheat,Mohan Mondal,Non-FAQ,2460,2460,2460,2025-03-27
4716,Ratlam,Taal,Wheat,Wheat,FAQ,2100,3200,2376,2025-03-27
2189,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2325,3755,2400,2025-03-28
3385,Ratlam,Sailana,Wheat,Lokwan,FAQ,2304,2651,2500,2025-03-28
1311,Ratlam,Jaora,Wheat,Lokwan,FAQ,2600,2600,2600,2025-03-28
2867,Ratlam,Ratlam,Wheat,Wheat,FAQ,2375,3077,2650,2025-03-28
4096,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2300,2575,2500,2025-03-28
3871,Ratlam,Sailana,Wheat,Wheat,FAQ,2250,2800,2500,2025-03-28
3524,Ratlam,Sailana,Wheat,Lokwan,Non-FAQ,2400,2500,2500,2025-03-28
3386,Ratlam,Sailana,Wheat,Lokwan,FAQ,2305,2515,2318,2025-03-29
3075,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2500,2600,2575,2025-03-29
1588,Ratlam,Jaora,Wheat,Wheat,FAQ,2500,2500,2500,2025-03-29
2860,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,3222,2575,2025-03-29
2197,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2350,3685,2600,2025-03-29
4102,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2400,2511,2500,2025-03-29
3885,Ratlam,Sailana,Wheat,Wheat,FAQ,2280,2760,2500,2025-03-29
4895,Ratlam,Taal,Wheat,Wheat,FAQ,2700,2975,2800,2025-03-29
3372,Ratlam,Sailana,Wheat,Lokwan,FAQ,2300,2400,2400,2025-03-30
4022,Ratlam,Sailana,Wheat,Wheat,FAQ,2650,2650,2650,2025-03-30
2490,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2650,2650,2650,2025-03-30
3076,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2500,2900,2750,2025-03-30
2864,Ratlam,Ratlam,Wheat,Wheat,FAQ,2360,3350,2750,2025-03-30
2227,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2430,3000,2700,2025-03-30
3525,Ratlam,Sailana,Wheat,Lokwan,Non-FAQ,3350,3450,3400,2025-03-30
2752,Ratlam,Ratlam,Wheat,Sujata,FAQ,3021,3451,3451,2025-03-30
4094,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2200,2300,2200,2025-03-30
2750,Ratlam,Ratlam,Wheat,Sujata,FAQ,2800,2800,2800,2025-03-31
2288,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2590,2666,2619,2025-03-31
775,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2310,2355,2355,2025-03-31
3138,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3045,3045,3045,2025-03-31
4868,Ratlam,Taal,Wheat,Wheat,FAQ,2606,2900,2900,2025-03-31
3059,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2400,2600,2500,2025-03-31
2910,Ratlam,Ratlam,Wheat,Wheat,FAQ,2500,3200,2500,2025-03-31
3400,Ratlam,Sailana,Wheat,Lokwan,FAQ,2350,2455,2400,2025-03-31
1544,Ratlam,Jaora,Wheat,Wheat,FAQ,2300,3279,2600,2025-03-31
3857,Ratlam,Sailana,Wheat,Wheat,FAQ,2200,2950,2850,2025-03-31
4666,Ratlam,Taal,Wheat,Other,FAQ,2350,2350,2350,2025-04-01
2893,Ratlam,Ratlam,Wheat,Wheat,FAQ,2475,3200,2550,2025-04-01
2491,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2675,2850,2800,2025-04-01
776,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2320,2340,2340,2025-04-01
581,Ratlam,A lot,Wheat,Wheat,FAQ,2332,2626,2340,2025-04-01
4486,Ratlam,Taal,Wheat,Mill Quality,FAQ,2190,2220,2220,2025-04-01
4739,Ratlam,Taal,Wheat,Wheat,FAQ,2300,2480,2425,2025-04-01
3932,Ratlam,Sailana,Wheat,Wheat,FAQ,2390,2600,2600,2025-04-01
3449,Ratlam,Sailana,Wheat,Lokwan,FAQ,2456,2456,2456,2025-04-01
4520,Ratlam,Taal,Wheat,Mill Quality,FAQ,2372,2405,2405,2025-04-02
561,Ratlam,A lot,Wheat,Wheat,FAQ,2280,2541,2400,2025-04-02
132,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2378,2440,2440,2025-04-02
1526,Ratlam,Jaora,Wheat,Wheat,FAQ,2275,3375,2500,2025-04-02
4656,Ratlam,Taal,Wheat,Other,FAQ,2300,2305,2305,2025-04-02
2775,Ratlam,Ratlam,Wheat,Wheat,FAQ,1814,3404,2400,2025-04-02
430,Ratlam,A lot,Wheat,Mill Quality,FAQ,2320,2440,2409,2025-04-02
3888,Ratlam,Sailana,Wheat,Wheat,FAQ,2280,3200,2600,2025-04-02
3378,Ratlam,Sailana,Wheat,Lokwan,FAQ,2300,2640,2431,2025-04-02
2248,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2475,3168,3099,2025-04-02
3134,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2940,2940,2940,2025-04-02
4710,Ratlam,Taal,Wheat,Wheat,FAQ,2026,2755,2340,2025-04-02
3867,Ratlam,Sailana,Wheat,Wheat,FAQ,2201,3211,2500,2025-04-03
127,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2350,2455,2391,2025-04-03
1243,Ratlam,Jaora,Wheat,Lokwan,FAQ,2350,2930,2531,2025-04-03
556,Ratlam,A lot,Wheat,Wheat,FAQ,2250,2571,2389,2025-04-03
2170,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2292,3065,2421,2025-04-03
2783,Ratlam,Ratlam,Wheat,Wheat,FAQ,1900,3700,2600,2025-04-03
808,Ratlam,A lot,Wheat,Wheat Mix,FAQ,2365,2365,2365,2025-04-03
434,Ratlam,A lot,Wheat,Mill Quality,FAQ,2332,2399,2399,2025-04-03
4519,Ratlam,Taal,Wheat,Mill Quality,FAQ,2356,2386,2386,2025-04-03
4569,Ratlam,Taal,Wheat,Mill Quality,Non-FAQ,2350,2375,2375,2025-04-03
3401,Ratlam,Sailana,Wheat,Lokwan,FAQ,2350,2565,2520,2025-04-03
1461,Ratlam,Jaora,Wheat,Wheat,FAQ,1980,3250,2540,2025-04-03
4705,Ratlam,Taal,Wheat,Wheat,FAQ,2000,2671,2370,2025-04-03
110,Ratlam,A lot,Wheat,Lokwan,FAQ,2484,2564,2564,2025-04-03
4105,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2497,2600,2500,2025-04-03
4721,Ratlam,Taal,Wheat,Wheat,FAQ,2136,2751,2370,2025-04-04
4505,Ratlam,Taal,Wheat,Mill Quality,FAQ,2310,2411,2411,2025-04-04
3094,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2390,2615,2400,2025-04-04
424,Ratlam,A lot,Wheat,Mill Quality,FAQ,2301,2415,2380,2025-04-04
3363,Ratlam,Sailana,Wheat,Lokwan,FAQ,2260,2500,2450,2025-04-04
124,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2326,2465,2376,2025-04-04
2809,Ratlam,Ratlam,Wheat,Wheat,FAQ,2165,4200,2600,2025-04-04
551,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2541,2385,2025-04-04
3071,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2466,2613,2600,2025-04-04
3153,Ratlam,Ratlam,Wheat,Wheat-Organic,FAQ,2950,3011,3011,2025-04-04
3863,Ratlam,Sailana,Wheat,Wheat,FAQ,2200,3291,2500,2025-04-04
1524,Ratlam,Jaora,Wheat,Wheat,FAQ,2270,3421,2550,2025-04-04
1191,Ratlam,Jaora,Wheat,Lokwan,FAQ,2225,2783,2783,2025-04-04
2625,Ratlam,Ratlam,Wheat,Mill Quality,Non-FAQ,2410,2430,2430,2025-04-04
2206,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2376,3200,3000,2025-04-04
4742,Ratlam,Taal,Wheat,Wheat,FAQ,2300,2755,2500,2025-04-05
3889,Ratlam,Sailana,Wheat,Wheat,FAQ,2290,2650,2400,2025-04-05
4989,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2325,2575,2500,2025-04-05
95,Ratlam,A lot,Wheat,Lokwan,FAQ,2388,2482,2400,2025-04-05
562,Ratlam,A lot,Wheat,Wheat,FAQ,2280,2550,2400,2025-04-05
1589,Ratlam,Jaora,Wheat,Wheat,FAQ,2500,2540,2540,2025-04-05
122,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2311,2418,2418,2025-04-05
3442,Ratlam,Sailana,Wheat,Lokwan,FAQ,2440,2500,2500,2025-04-05
2495,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2800,3000,3000,2025-04-05
2875,Ratlam,Ratlam,Wheat,Wheat,FAQ,2400,3120,2500,2025-04-05
429,Ratlam,A lot,Wheat,Mill Quality,FAQ,2313,2440,2390,2025-04-05
2215,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2400,3250,3100,2025-04-05
1227,Ratlam,Jaora,Wheat,Lokwan,FAQ,2301,2301,2301,2025-04-06
4991,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2350,2450,2450,2025-04-06
3399,Ratlam,Sailana,Wheat,Lokwan,FAQ,2340,2595,2595,2025-04-06
573,Ratlam,A lot,Wheat,Wheat,FAQ,2313,2384,2384,2025-04-06
2922,Ratlam,Ratlam,Wheat,Wheat,FAQ,2515,3054,2941,2025-04-06
4365,Ratlam,Taal,Wheat,Lokwan,FAQ,2350,2350,2350,2025-04-06
4750,Ratlam,Taal,Wheat,Wheat,FAQ,2310,2875,2450,2025-04-06
4499,Ratlam,Taal,Wheat,Mill Quality,FAQ,2295,2480,2300,2025-04-06
4662,Ratlam,Taal,Wheat,Other,FAQ,2320,2350,2350,2025-04-06
2361,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2900,3258,3244,2025-04-06
3923,Ratlam,Sailana,Wheat,Wheat,FAQ,2350,2620,2410,2025-04-06
781,Ratlam,A lot,Wheat,Wheat,Non-FAQ,2346,2384,2384,2025-04-06
99,Ratlam,A lot,Wheat,Lokwan,FAQ,2400,2400,2400,2025-04-06
3151,Ratlam,Ratlam,Wheat,Wheat-Organic,FAQ,2595,2595,2595,2025-04-07
100,Ratlam,A lot,Wheat,Lokwan,FAQ,2400,2500,2500,2025-04-07
3239,Ratlam,Sailana,Wheat,Local,FAQ,2400,2460,2460,2025-04-07
4992,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2375,2400,2400,2025-04-07
130,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2356,2441,2441,2025-04-07
4748,Ratlam,Taal,Wheat,Wheat,FAQ,2301,2699,2400,2025-04-07
2841,Ratlam,Ratlam,Wheat,Wheat,FAQ,2295,3756,3000,2025-04-07
3437,Ratlam,Sailana,Wheat,Lokwan,FAQ,2420,2591,2500,2025-04-07
413,Ratlam,A lot,Wheat,Mill Quality,FAQ,2251,2450,2400,2025-04-07
3921,Ratlam,Sailana,Wheat,Wheat,FAQ,2340,3225,2500,2025-04-07
2502,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2441,2441,2441,2025-04-07
2204,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2375,3219,3210,2025-04-07
4526,Ratlam,Taal,Wheat,Mill Quality,FAQ,2390,2436,2420,2025-04-07
4668,Ratlam,Taal,Wheat,Other,FAQ,2380,2425,2400,2025-04-07
565,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2563,2431,2025-04-07
3527,Ratlam,Sailana,Wheat,Malwa Shakti,FAQ,2351,2421,2421,2025-04-07
1835,Ratlam,Ratlam,Wheat,Local,FAQ,2800,2800,2800,2025-04-07
1513,Ratlam,Jaora,Wheat,Wheat,FAQ,2211,3166,2500,2025-04-07
125,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2336,2459,2459,2025-04-08
3874,Ratlam,Sailana,Wheat,Wheat,FAQ,2250,3140,2500,2025-04-08
114,Ratlam,A lot,Wheat,Lokwan,FAQ,2507,2575,2575,2025-04-08
422,Ratlam,A lot,Wheat,Mill Quality,FAQ,2300,2450,2430,2025-04-08
2765,Ratlam,Ratlam,Wheat,Wheat,FAQ,1499,5050,2700,2025-04-08
3366,Ratlam,Sailana,Wheat,Lokwan,FAQ,2275,2700,2500,2025-04-08
1441,Ratlam,Jaora,Wheat,Wheat,FAQ,1000,3250,2550,2025-04-08
4363,Ratlam,Taal,Wheat,Lokwan,FAQ,2300,2300,2300,2025-04-08
4502,Ratlam,Taal,Wheat,Mill Quality,FAQ,2300,2476,2476,2025-04-08
569,Ratlam,A lot,Wheat,Wheat,FAQ,2305,2644,2430,2025-04-08
4667,Ratlam,Taal,Wheat,Other,FAQ,2350,2400,2400,2025-04-08
3526,Ratlam,Sailana,Wheat,Malwa Shakti,FAQ,2241,2241,2241,2025-04-08
4727,Ratlam,Taal,Wheat,Wheat,FAQ,2200,2811,2436,2025-04-08
86,Ratlam,A lot,Wheat,Local,FAQ,2447,2447,2447,2025-04-08
2203,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2375,3216,2450,2025-04-08
4994,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2380,2390,2390,2025-04-09
123,Ratlam,A lot,Wheat,Malwa Shakti,FAQ,2325,2504,2504,2025-04-09
4498,Ratlam,Taal,Wheat,Mill Quality,FAQ,2295,2438,2438,2025-04-09
3077,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2547,2710,2600,2025-04-09
2850,Ratlam,Ratlam,Wheat,Wheat,FAQ,2323,3450,2600,2025-04-09
3343,Ratlam,Sailana,Wheat,Lokwan,FAQ,2200,2700,2700,2025-04-09
3886,Ratlam,Sailana,Wheat,Wheat,FAQ,2280,3140,2400,2025-04-09
4740,Ratlam,Taal,Wheat,Wheat,FAQ,2300,2676,2400,2025-04-09
544,Ratlam,A lot,Wheat,Wheat,FAQ,2150,2587,2491,2025-04-09
906,Ratlam,Jaora,Wheat,Local,FAQ,2475,2475,2475,2025-04-09
1259,Ratlam,Jaora,Wheat,Lokwan,FAQ,2400,2852,2537,2025-04-09
435,Ratlam,A lot,Wheat,Mill Quality,FAQ,2339,2470,2454,2025-04-09
4663,Ratlam,Taal,Wheat,Other,FAQ,2320,2425,2400,2025-04-09
4101,Ratlam,Sailana,Wheat,Wheat,Non-FAQ,2361,2551,2400,2025-04-09
2125,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2002,3000,2700,2025-04-09
111,Ratlam,A lot,Wheat,Lokwan,FAQ,2490,2570,2570,2025-04-09
1702,Ratlam,Jaora,Wheat,Wheat,Non-FAQ,2440,2496,2450,2025-04-09
2499,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2386,2412,2412,2025-04-09
4332,Ratlam,Taal,Wheat,Local,FAQ,2550,2568,2568,2025-04-09
4364,Ratlam,Taal,Wheat,Lokwan,FAQ,2301,2301,2301,2025-04-09
1474,Ratlam,Jaora,Wheat,Wheat,FAQ,2081,3240,2450,2025-04-09
4715,Ratlam,Taal,Wheat,Wheat,FAQ,2100,2851,2800,2025-04-10
3924,Ratlam,Sailana,Wheat,Wheat,FAQ,2350,2650,2600,2025-04-10
4681,Ratlam,Taal,Wheat,Other,FAQ,2435,2450,2450,2025-04-10
2178,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2300,3200,2450,2025-04-10
2494,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2800,2800,2800,2025-04-10
4528,Ratlam,Taal,Wheat,Mill Quality,FAQ,2400,2450,2450,2025-04-10
2857,Ratlam,Ratlam,Wheat,Wheat,FAQ,2350,3006,2565,2025-04-10
1628,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,2600,2600,2025-04-10
549,Ratlam,A lot,Wheat,Wheat,FAQ,2200,2400,2400,2025-04-10
3336,Ratlam,Sailana,Wheat,Lokwan,FAQ,2200,2587,2566,2025-04-11
4512,Ratlam,Taal,Wheat,Mill Quality,FAQ,2325,2450,2450,2025-04-11
1481,Ratlam,Jaora,Wheat,Wheat,FAQ,2121,3301,2500,2025-04-11
2629,Ratlam,Ratlam,Wheat,Mohan Mondal,FAQ,2714,2714,2714,2025-04-11
4993,Ratlam,Taal,Wheat,Wheat,Non-FAQ,2375,2425,2400,2025-04-11
2865,Ratlam,Ratlam,Wheat,Wheat,FAQ,2360,4402,2600,2025-04-11
4369,Ratlam,Taal,Wheat,Lokwan,FAQ,2425,2425,2425,2025-04-11
4733,Ratlam,Taal,Wheat,Wheat,FAQ,2251,2748,2300,2025-04-11
1824,Ratlam,Ratlam,Wheat,Local,FAQ,2496,2943,2943,2025-04-11
4676,Ratlam,Taal,Wheat,Other,FAQ,2400,2500,2450,2025-04-11
3053,Ratlam,Ratlam,Wheat,Wheat,Non-FAQ,2324,2719,2600,2025-04-11
444,Ratlam,A lot,Wheat,Mill Quality,FAQ,2367,2475,2440,2025-04-11
566,Ratlam,A lot,Wheat,Wheat,FAQ,2300,2608,2445,2025-04-11
2201,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2360,3148,2500,2025-04-11
1286,Ratlam,Jaora,Wheat,Lokwan,FAQ,2501,2901,2700,2025-04-11
