"Min,Max,Modal Price from Madhya Pradesh,Ratlam[Wheat] from 01-Jan-2023To29-Aug-2025 (Total-5016) (Total-5016)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
4131,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2700,3300,3300,09-Oct-24
4132,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2750,3171,2800,06-Dec-24
4133,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2910,3237,2990,16-Dec-24
4134,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2960,3242,3242,18-Dec-24
4135,Ratlam,Sailana(F&V),Wheat,147 Average,Non-FAQ,2115,2780,2300,20-Jun-25
4136,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2000,3171,2500,17-Mar-25
4137,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2000,3216,2500,21-Mar-25
4138,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2000,3300,2500,20-Mar-25
4139,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2100,2630,2200,23-Mar-25
4140,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2100,3351,2300,08-Nov-24
4141,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2101,3126,2600,03-Mar-25
4142,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2101,3210,3011,13-Feb-25
4143,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2126,3116,2700,07-Mar-25
4144,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2132,2800,2550,22-Mar-25
4145,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2141,3180,2600,12-Mar-25
4146,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2160,3211,2550,11-Mar-25
4147,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2180,2800,2600,08-Mar-25
4148,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2200,2900,2600,15-Mar-25
4149,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2200,3081,2500,06-Mar-25
4150,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2200,3195,2910,27-Jan-25
4151,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2205,2650,2600,16-Mar-25
4152,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2256,2650,2500,19-Mar-25
4153,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2280,3190,2700,04-Mar-25
4154,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2300,3090,2780,05-Mar-25
4155,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2300,3091,3091,03-Oct-24
4156,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2300,3160,2800,28-Feb-25
4157,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2301,3111,2721,03-Feb-25
4158,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2400,3199,2899,19-Oct-24
4159,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2450,2600,2480,09-Mar-25
4160,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,2951,2800,31-Jul-25
4161,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3000,2800,26-Sep-24
4162,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3200,2500,17-Oct-24
4163,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3200,3000,22-Oct-24
4164,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3230,2841,24-Feb-25
4165,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3230,2850,15-Oct-24
4166,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3318,2900,24-Oct-24
4167,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2500,3381,3100,12-Nov-24
4168,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2549,3106,2850,01-Mar-25
4169,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2550,3200,3181,05-Nov-24
4170,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2550,3350,3199,25-Oct-24
4171,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2570,3230,3230,04-Oct-24
4172,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2599,3199,2899,27-Sep-24
4173,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,2600,2600,15-Dec-24
4174,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,2700,2600,02-Oct-24
4175,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3086,2731,27-Feb-25
4176,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3100,2900,11-Nov-24
4177,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3150,2740,21-Dec-24
4178,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3151,2850,05-Oct-24
4179,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3199,2890,28-Sep-24
4180,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3450,3025,14-Oct-24
4181,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2602,3180,2800,30-Sep-24
4182,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2622,3130,2876,12-Dec-24
4183,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2630,3300,2950,18-Oct-24
4184,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2640,3170,2900,26-Nov-24
4185,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2640,3311,2975,21-Oct-24
4186,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2650,3200,2851,25-Nov-24
4187,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2650,3399,3000,23-Oct-24
4188,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2651,3051,2870,29-Jan-25
4189,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2660,3350,2850,07-Oct-24
4190,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2665,4000,2881,20-Nov-24
4191,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2670,3182,2926,13-Dec-24
4192,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2671,3170,2950,09-Dec-24
4193,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2691,3151,2899,04-Feb-25
4194,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2691,3325,3000,04-Dec-24
4195,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2699,3281,2990,10-Dec-24
4196,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2699,3321,2890,05-Dec-24
4197,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2699,4350,2950,04-Nov-24
4198,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3166,3000,07-Feb-25
4199,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3251,2999,17-Dec-24
4200,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3272,2986,19-Dec-24
4201,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3300,2741,07-Nov-24
4202,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3350,3190,18-Nov-24
4203,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2701,3205,2950,26-Dec-24
4204,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2701,3600,3000,07-Dec-24
4205,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2705,3039,2861,05-Feb-25
4206,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2711,3250,2911,19-Nov-24
4207,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2720,2991,2760,31-Jan-25
4208,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2720,3265,2980,20-Dec-24
4209,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2720,3280,3000,23-Dec-24
4210,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2721,3104,2900,06-Feb-25
4211,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2743,3020,2899,01-Feb-25
4212,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2748,3290,3019,25-Dec-24
4213,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2751,3390,3271,06-Jan-25
4214,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2752,3300,3121,01-Jan-25
4215,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2755,2965,2965,06-Nov-24
4216,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2800,2850,2850,09-Nov-24
4217,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2800,3199,3000,20-Jan-25
4218,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2800,3303,3000,11-Dec-24
4219,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2802,3250,3000,24-Jan-25
4220,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2816,3081,2950,10-Feb-25
4221,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2821,3452,3136,31-Dec-24
4222,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2850,3221,3080,17-Feb-25
4223,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2851,3299,3070,30-Dec-24
4224,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2888,3211,2900,21-Jan-25
4225,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2891,3167,3011,15-Feb-25
4226,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2891,3361,3300,20-Feb-25
4227,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2899,2899,2899,28-Oct-24
4228,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2900,3393,3100,07-Jan-25
4229,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2900,3500,3300,27-Dec-24
4230,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2901,3231,3140,14-Feb-25
4231,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2940,3361,3019,13-Jan-25
4232,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2970,3360,3060,09-Jan-25
4233,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2976,3271,3121,15-Jan-25
4234,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3000,3111,3111,13-Nov-24
4235,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3000,3111,3111,14-Nov-24
4236,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3000,3300,3212,18-Feb-25
4237,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3071,3410,3200,08-Jan-25
4238,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3081,3200,3200,15-Nov-24
4239,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3081,3275,3122,16-Jan-25
4240,Ratlam,Sailana(F&V),Wheat,Lokwan,Non-FAQ,2326,2700,2480,21-Jun-25
4241,Ratlam,Taal,Wheat,Local,FAQ,1800,2700,2525,02-Mar-24
4242,Ratlam,Taal,Wheat,Local,FAQ,1800,2777,2300,04-Mar-24
4243,Ratlam,Taal,Wheat,Local,FAQ,1850,3000,2351,18-Mar-24
4244,Ratlam,Taal,Wheat,Local,FAQ,1850,3200,2400,15-Apr-24
4245,Ratlam,Taal,Wheat,Local,FAQ,1900,2775,2350,14-Mar-24
4246,Ratlam,Taal,Wheat,Local,FAQ,1905,2716,2450,05-Mar-24
4247,Ratlam,Taal,Wheat,Local,FAQ,1951,2541,2351,27-Feb-24
4248,Ratlam,Taal,Wheat,Local,FAQ,1991,3100,2300,19-Mar-24
4249,Ratlam,Taal,Wheat,Local,FAQ,2000,2871,2725,18-May-24
4250,Ratlam,Taal,Wheat,Local,FAQ,2000,2885,2580,29-May-24
4251,Ratlam,Taal,Wheat,Local,FAQ,2000,2900,2400,13-Mar-24
4252,Ratlam,Taal,Wheat,Local,FAQ,2000,2910,2370,04-Apr-24
4253,Ratlam,Taal,Wheat,Local,FAQ,2001,2741,2275,20-Mar-24
4254,Ratlam,Taal,Wheat,Local,FAQ,2002,2900,2600,07-Mar-24
4255,Ratlam,Taal,Wheat,Local,FAQ,2011,2851,2500,06-Mar-24
4256,Ratlam,Taal,Wheat,Local,FAQ,2025,2735,2451,23-Feb-24
4257,Ratlam,Taal,Wheat,Local,FAQ,2026,2783,2500,16-Mar-24
4258,Ratlam,Taal,Wheat,Local,FAQ,2026,2900,2500,11-Mar-24
4259,Ratlam,Taal,Wheat,Local,FAQ,2050,3004,2600,21-Mar-24
4260,Ratlam,Taal,Wheat,Local,FAQ,2093,2700,2645,29-Feb-24
4261,Ratlam,Taal,Wheat,Local,FAQ,2099,2769,2300,01-Mar-24
4262,Ratlam,Taal,Wheat,Local,FAQ,2100,2881,2666,29-Apr-24
4263,Ratlam,Taal,Wheat,Local,FAQ,2100,3200,2599,16-Apr-24
4264,Ratlam,Taal,Wheat,Local,FAQ,2105,2475,2431,23-Mar-24
4265,Ratlam,Taal,Wheat,Local,FAQ,2131,3000,2401,27-Mar-24
4266,Ratlam,Taal,Wheat,Local,FAQ,2139,3000,2460,26-Mar-24
4267,Ratlam,Taal,Wheat,Local,FAQ,2150,2840,2500,28-Mar-24
4268,Ratlam,Taal,Wheat,Local,FAQ,2150,3100,2699,06-Apr-24
4269,Ratlam,Taal,Wheat,Local,FAQ,2158,2766,2350,12-Mar-24
4270,Ratlam,Taal,Wheat,Local,FAQ,2171,3000,2280,02-Apr-24
4271,Ratlam,Taal,Wheat,Local,FAQ,2175,2201,2200,08-Mar-24
4272,Ratlam,Taal,Wheat,Local,FAQ,2177,3100,2425,08-Apr-24
4273,Ratlam,Taal,Wheat,Local,FAQ,2200,2826,2571,01-Jun-24
4274,Ratlam,Taal,Wheat,Local,FAQ,2201,3200,2651,13-Jun-24
4275,Ratlam,Taal,Wheat,Local,FAQ,2221,3126,2650,19-Apr-24
4276,Ratlam,Taal,Wheat,Local,FAQ,2225,2898,2499,30-Apr-24
4277,Ratlam,Taal,Wheat,Local,FAQ,2225,2900,2900,03-Apr-24
4278,Ratlam,Taal,Wheat,Local,FAQ,2230,2960,2371,08-May-24
4279,Ratlam,Taal,Wheat,Local,FAQ,2231,2850,2696,03-May-24
4280,Ratlam,Taal,Wheat,Local,FAQ,2250,2370,2345,29-Mar-24
4281,Ratlam,Taal,Wheat,Local,FAQ,2250,2860,2440,18-Apr-24
4282,Ratlam,Taal,Wheat,Local,FAQ,2250,2926,2545,15-May-24
4283,Ratlam,Taal,Wheat,Local,FAQ,2261,2776,2599,03-Jun-24
4284,Ratlam,Taal,Wheat,Local,FAQ,2275,2793,2746,09-May-24
4285,Ratlam,Taal,Wheat,Local,FAQ,2280,2360,2360,15-Mar-24
4286,Ratlam,Taal,Wheat,Local,FAQ,2280,2910,2451,24-May-24
4287,Ratlam,Taal,Wheat,Local,FAQ,2290,2936,2451,20-Apr-24
4288,Ratlam,Taal,Wheat,Local,FAQ,2292,2805,2651,07-May-24
4289,Ratlam,Taal,Wheat,Local,FAQ,2296,2876,2876,26-Apr-24
4290,Ratlam,Taal,Wheat,Local,FAQ,2300,2300,2300,24-Mar-24
4291,Ratlam,Taal,Wheat,Local,FAQ,2300,2350,2350,22-Mar-24
4292,Ratlam,Taal,Wheat,Local,FAQ,2300,2699,2600,04-Jun-24
4293,Ratlam,Taal,Wheat,Local,FAQ,2300,2791,2350,22-Feb-24
4294,Ratlam,Taal,Wheat,Local,FAQ,2300,3200,2596,20-Jun-24
4295,Ratlam,Taal,Wheat,Local,FAQ,2300,3200,3200,18-Jun-24
4296,Ratlam,Taal,Wheat,Local,FAQ,2301,2857,2550,30-May-24
4297,Ratlam,Taal,Wheat,Local,FAQ,2301,3200,2631,04-May-24
4298,Ratlam,Taal,Wheat,Local,FAQ,2303,2391,2391,12-Mar-25
4299,Ratlam,Taal,Wheat,Local,FAQ,2305,3001,2680,20-May-24
4300,Ratlam,Taal,Wheat,Local,FAQ,2315,2996,2696,25-Apr-24
4301,Ratlam,Taal,Wheat,Local,FAQ,2319,2866,2781,01-May-24
4302,Ratlam,Taal,Wheat,Local,FAQ,2321,2900,2540,31-May-24
4303,Ratlam,Taal,Wheat,Local,FAQ,2321,2986,2490,24-Apr-24
4304,Ratlam,Taal,Wheat,Local,FAQ,2325,3031,2700,14-May-24
4305,Ratlam,Taal,Wheat,Local,FAQ,2331,2741,2531,07-Jun-24
4306,Ratlam,Taal,Wheat,Local,FAQ,2331,2946,2770,17-May-24
4307,Ratlam,Taal,Wheat,Local,FAQ,2335,3000,2460,22-Apr-24
4308,Ratlam,Taal,Wheat,Local,FAQ,2346,2947,2831,16-May-24
4309,Ratlam,Taal,Wheat,Local,FAQ,2350,2600,2401,21-Feb-24
4310,Ratlam,Taal,Wheat,Local,FAQ,2350,2985,2800,24-Jun-24
4311,Ratlam,Taal,Wheat,Local,FAQ,2351,2351,2300,01-Apr-24
4312,Ratlam,Taal,Wheat,Local,FAQ,2351,2791,2675,11-Jun-24
4313,Ratlam,Taal,Wheat,Local,FAQ,2352,2745,2575,02-May-24
4314,Ratlam,Taal,Wheat,Local,FAQ,2361,2899,2550,06-May-24
4315,Ratlam,Taal,Wheat,Local,FAQ,2366,2786,2550,06-Jun-24
4316,Ratlam,Taal,Wheat,Local,FAQ,2384,2831,2751,28-May-24
4317,Ratlam,Taal,Wheat,Local,FAQ,2391,3200,2526,14-Jun-24
4318,Ratlam,Taal,Wheat,Local,FAQ,2398,2791,2700,12-Jun-24
4319,Ratlam,Taal,Wheat,Local,FAQ,2400,2776,2512,10-Jun-24
4320,Ratlam,Taal,Wheat,Local,FAQ,2400,2976,2550,20-Feb-24
4321,Ratlam,Taal,Wheat,Local,FAQ,2421,2836,2571,26-Jun-24
4322,Ratlam,Taal,Wheat,Local,FAQ,2423,3200,2579,19-Jun-24
4323,Ratlam,Taal,Wheat,Local,FAQ,2428,2881,2609,21-May-24
4324,Ratlam,Taal,Wheat,Local,FAQ,2446,2891,2446,19-Feb-24
4325,Ratlam,Taal,Wheat,Local,FAQ,2449,2851,2600,22-May-24
4326,Ratlam,Taal,Wheat,Local,FAQ,2504,2761,2551,05-Jun-24
4327,Ratlam,Taal,Wheat,Local,FAQ,2521,2901,2570,27-May-24
4328,Ratlam,Taal,Wheat,Local,FAQ,2524,2541,2541,17-Jun-24
4329,Ratlam,Taal,Wheat,Local,FAQ,2525,3200,3200,21-Jun-24
4330,Ratlam,Taal,Wheat,Local,FAQ,2536,2536,2536,09-May-25
4331,Ratlam,Taal,Wheat,Local,FAQ,2540,2680,2576,25-Jun-24
4332,Ratlam,Taal,Wheat,Local,FAQ,2550,2568,2568,09-Apr-25
4333,Ratlam,Taal,Wheat,Local,FAQ,2571,2571,2571,27-Apr-24
4334,Ratlam,Taal,Wheat,Local,FAQ,2581,2589,2589,27-Jun-24
4335,Ratlam,Taal,Wheat,Local,FAQ,2625,2625,2625,21-Apr-24
4336,Ratlam,Taal,Wheat,Local,FAQ,2850,2850,2850,20-Aug-25
4337,Ratlam,Taal,Wheat,Lokwan,FAQ,1930,1930,2699,04-Jul-24
4338,Ratlam,Taal,Wheat,Lokwan,FAQ,1950,1955,2876,27-Jun-24
4339,Ratlam,Taal,Wheat,Lokwan,FAQ,1990,1990,2576,25-Jun-24
4340,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,2000,16-Jun-24
4341,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,2000,22-Jun-24
4342,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,2526,14-Jun-24
4343,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,2550,06-Jun-24
4344,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,2651,13-Jun-24
4345,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,2675,11-Jun-24
4346,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,2800,24-Jun-24
4347,Ratlam,Taal,Wheat,Lokwan,FAQ,2000,2000,3200,18-Jun-24
4348,Ratlam,Taal,Wheat,Lokwan,FAQ,2001,2001,2001,08-Jun-24
4349,Ratlam,Taal,Wheat,Lokwan,FAQ,2001,2001,2551,05-Jun-24
4350,Ratlam,Taal,Wheat,Lokwan,FAQ,2001,2001,2700,12-Jun-24
4351,Ratlam,Taal,Wheat,Lokwan,FAQ,2001,2001,2831,16-May-24
4352,Ratlam,Taal,Wheat,Lokwan,FAQ,2005,2010,2700,14-May-24
4353,Ratlam,Taal,Wheat,Lokwan,FAQ,2007,2007,2545,15-May-24
4354,Ratlam,Taal,Wheat,Lokwan,FAQ,2050,2050,2499,30-Apr-24
4355,Ratlam,Taal,Wheat,Lokwan,FAQ,2100,2100,2350,22-Mar-24
4356,Ratlam,Taal,Wheat,Lokwan,FAQ,2110,2500,2600,21-Mar-24
4357,Ratlam,Taal,Wheat,Lokwan,FAQ,2150,2150,2350,14-Mar-24
4358,Ratlam,Taal,Wheat,Lokwan,FAQ,2175,2175,2400,13-Mar-24
4359,Ratlam,Taal,Wheat,Lokwan,FAQ,2200,2200,2300,19-Mar-24
4360,Ratlam,Taal,Wheat,Lokwan,FAQ,2200,5708,2396,26-Feb-24
4361,Ratlam,Taal,Wheat,Lokwan,FAQ,2225,2225,2350,12-Mar-24
4362,Ratlam,Taal,Wheat,Lokwan,FAQ,2225,2225,2500,11-Mar-24
4363,Ratlam,Taal,Wheat,Lokwan,FAQ,2300,2300,2300,08-Apr-25
4364,Ratlam,Taal,Wheat,Lokwan,FAQ,2301,2301,2301,09-Apr-25
4365,Ratlam,Taal,Wheat,Lokwan,FAQ,2350,2350,2350,06-Apr-25
4366,Ratlam,Taal,Wheat,Lokwan,FAQ,2352,2560,2550,13-May-25
4367,Ratlam,Taal,Wheat,Lokwan,FAQ,2393,2519,2519,02-May-25
4368,Ratlam,Taal,Wheat,Lokwan,FAQ,2401,2401,2401,30-Jun-25
4369,Ratlam,Taal,Wheat,Lokwan,FAQ,2425,2425,2425,11-Apr-25
4370,Ratlam,Taal,Wheat,Lokwan,FAQ,2425,2500,2500,14-Apr-25
4371,Ratlam,Taal,Wheat,Lokwan,FAQ,2425,2500,2500,19-Apr-25
4372,Ratlam,Taal,Wheat,Lokwan,FAQ,2440,2450,2450,23-Apr-25
4373,Ratlam,Taal,Wheat,Lokwan,FAQ,2450,2450,2450,24-Apr-25
4374,Ratlam,Taal,Wheat,Lokwan,FAQ,2460,2560,2525,31-May-25
4375,Ratlam,Taal,Wheat,Lokwan,FAQ,2469,2550,2550,07-May-25
4376,Ratlam,Taal,Wheat,Lokwan,FAQ,2480,2550,2550,18-May-25
4377,Ratlam,Taal,Wheat,Lokwan,FAQ,2481,2499,2499,04-Jun-25
4378,Ratlam,Taal,Wheat,Lokwan,FAQ,2490,2537,2537,05-Jun-25
4379,Ratlam,Taal,Wheat,Lokwan,FAQ,2491,2499,2499,03-Jun-25
4380,Ratlam,Taal,Wheat,Lokwan,FAQ,2498,2530,2530,05-May-25
4381,Ratlam,Taal,Wheat,Lokwan,FAQ,2500,2550,2550,03-May-25
4382,Ratlam,Taal,Wheat,Lokwan,FAQ,2500,2550,2650,19-Apr-24
4383,Ratlam,Taal,Wheat,Lokwan,FAQ,2500,2570,2550,26-May-25
4384,Ratlam,Taal,Wheat,Lokwan,FAQ,2500,2600,2600,23-May-25
4385,Ratlam,Taal,Wheat,Lokwan,FAQ,2504,2541,2541,15-May-25
4386,Ratlam,Taal,Wheat,Lokwan,FAQ,2506,2600,2556,27-May-25
4387,Ratlam,Taal,Wheat,Lokwan,FAQ,2510,2603,2603,14-May-25
4388,Ratlam,Taal,Wheat,Lokwan,FAQ,2511,2571,2565,28-May-25
4389,Ratlam,Taal,Wheat,Lokwan,FAQ,2525,2528,2528,08-May-25
4390,Ratlam,Taal,Wheat,Lokwan,FAQ,2526,2526,2526,06-May-25
4391,Ratlam,Taal,Wheat,Lokwan,FAQ,2531,2531,2531,06-Jun-25
4392,Ratlam,Taal,Wheat,Lokwan,FAQ,2541,2576,2576,19-May-25
4393,Ratlam,Taal,Wheat,Lokwan,FAQ,2541,2596,2596,21-May-25
4394,Ratlam,Taal,Wheat,Lokwan,FAQ,2545,2570,2570,30-May-25
4395,Ratlam,Taal,Wheat,Lokwan,FAQ,2547,2600,2590,20-May-25
4396,Ratlam,Taal,Wheat,Lokwan,FAQ,2560,2560,2560,16-May-25
4397,Ratlam,Taal,Wheat,Lokwan,FAQ,2598,2610,2610,22-May-25
4398,Ratlam,Taal,Wheat,Lokwan,FAQ,2645,2650,2650,01-May-25
4399,Ratlam,Taal,Wheat,Lokwan,Non-FAQ,2451,2500,2500,07-Mar-25
4400,Ratlam,Taal,Wheat,Medium,FAQ,0,2825,2175,05-Apr-23
4401,Ratlam,Taal,Wheat,Medium,FAQ,1450,2351,1900,13-Mar-23
4402,Ratlam,Taal,Wheat,Medium,FAQ,1531,2300,1915,14-Mar-23
4403,Ratlam,Taal,Wheat,Medium,FAQ,1751,2700,2110,12-Apr-23
4404,Ratlam,Taal,Wheat,Medium,FAQ,1755,2710,2150,04-Apr-23
4405,Ratlam,Taal,Wheat,Medium,FAQ,1790,2370,2080,07-Mar-23
4406,Ratlam,Taal,Wheat,Medium,FAQ,1800,2400,2100,01-Mar-23
4407,Ratlam,Taal,Wheat,Medium,FAQ,1800,2600,2222,03-Oct-23
4408,Ratlam,Taal,Wheat,Medium,FAQ,1820,2300,2000,28-Feb-23
4409,Ratlam,Taal,Wheat,Medium,FAQ,1840,2610,2150,17-Apr-23
4410,Ratlam,Taal,Wheat,Medium,FAQ,1890,2380,2135,03-Mar-23
4411,Ratlam,Taal,Wheat,Medium,FAQ,1890,2470,2126,18-Apr-23
4412,Ratlam,Taal,Wheat,Medium,FAQ,1900,1900,1900,11-Apr-23
4413,Ratlam,Taal,Wheat,Medium,FAQ,1910,2490,2150,25-Jun-23
4414,Ratlam,Taal,Wheat,Medium,FAQ,1914,2396,2155,16-Jun-23
4415,Ratlam,Taal,Wheat,Medium,FAQ,1920,2500,2210,02-Mar-23
4416,Ratlam,Taal,Wheat,Medium,FAQ,1930,2360,2125,18-Jun-23
4417,Ratlam,Taal,Wheat,Medium,FAQ,1950,2350,2050,08-Apr-23
4418,Ratlam,Taal,Wheat,Medium,FAQ,1950,2460,2060,27-Apr-23
4419,Ratlam,Taal,Wheat,Medium,FAQ,1961,2400,2100,07-Apr-23
4420,Ratlam,Taal,Wheat,Medium,FAQ,1980,2460,2070,26-Apr-23
4421,Ratlam,Taal,Wheat,Medium,FAQ,1980,2690,2080,08-May-23
4422,Ratlam,Taal,Wheat,Medium,FAQ,2000,2370,2185,20-Feb-23
4423,Ratlam,Taal,Wheat,Medium,FAQ,2000,2450,2090,09-May-23
4424,Ratlam,Taal,Wheat,Medium,FAQ,2000,2460,2290,10-May-23
4425,Ratlam,Taal,Wheat,Medium,FAQ,2010,2010,2010,22-May-23
4426,Ratlam,Taal,Wheat,Medium,FAQ,2010,2399,2204,24-Feb-23
4427,Ratlam,Taal,Wheat,Medium,FAQ,2010,2560,2280,12-Jun-23
4428,Ratlam,Taal,Wheat,Medium,FAQ,2020,2580,2280,11-May-23
